index,name,description,brand,sku_id,price,in_stock,currency,color,breadcrumbs,avg_rating,total_reviews,overview,specifications
qiy0vq1rn6ueggl65z44xbvf,NuWave 4 in. Centerset 2-Handle Bathroom Faucet in Brushed Nickel,"Crafted from streamline design and fluidity in detail, this faucet allows homeowners to relish in effervescence. Centerset bathroom faucets are ideal for smaller bathrooms and feature an easy 3-hole installation. The NuWave 4 in. centerset lavatory faucet and its featured sturdy brass construction and premium brushed nickel finish are guaranteed to glamorize your home's modern ensemble for years to come. A matching finish drain is also included.",Kingston Brass,,97.44,FALSE,USD,Nickel,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Centerset Bathroom Faucets",5,2,"Solid brass construction, Drip-free ceramic disc cartridge, Deck mount 4 in. centerset 3-hole installation, 1.2 GPM/4.5 LPM water flow rate at 60 psi, Standard 1/2 in. IPS connection, 3-3/4 in. spout clearance, Dual lever handles meet ADA guidelines, Includes matching pop-up drain","[{'Commercial / Residential': 'Residential'}, {'Installation Type': '4 in. Centerset'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Brushed'}, {'Spout Reach (in.)': '3.88 in'}, {'Material': 'Brass'}, {'Flow rate (gallons per minute)': '1.2'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'High Arc'}, {'Color Family': 'Nickel'}, {'Maximum Deck Thickness (in.)': '1.25'}, {'Color/Finish': 'Brushed Nickel'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '3'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Brushed Nickel'}, {'Included Components': 'No Additional Items'}, {'Number of Faucet Handles': 'Double Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'No Additional Features'}, {'Manufacturer Warranty': '10 Year Limited Warranty'}, {'Certifications and Listings': 'IAPMO Certified'}, {'Faucet Height (in.)': '3.88'}, {'Spout Height (in.)': '5'}, {'Connection size (in.)': '1/2 In.'}]"
guuypylyrcyy3f1lz47fyxgq,Somerville 4 in. Centerset 2-Handle Bathroom Faucet with Pop-Up Drain in Brushed Nickel,"A gently arcing spout and timeless styling makes the American Standard Somerville 2-Handle Centerset Bathroom Faucet an instant classic. Refined yet understated in its Brushed Nickel finish, the Somerville 4 Centerset adds an elegant touch to any bath. Metal lever handles offer precise water volume and temperature control and ceramic disc valves guarantee drip-free performance for life. WaterSense certified at 1.2 GPM, the Somerville Centerset faucet is ADA-compliant and backed by a lifetime limited warranty so you can buy with confidence. A matching 3-funtion Somerville Tub and Shower Faucet in Brushed Nickel helps complete your bath makeover.",American Standard,,119,TRUE,USD,Nickel,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Centerset Bathroom Faucets",4.6957,23,"Lustrous finish manufactured into the faucet resists tarnishing, scratching and corrosion, Ceramic disc valve cartridges provide a lifetime of drip-free, maintenance-free performance, Includes faucet with drain, mounting kit and illustrated installation guide, Mounts in 4 in. centers, Limited lifetime warranty, Meets WaterSense, NSF and cUPC requirements, 1.2 GPM, ADA compliant","[{'Commercial / Residential': 'Residential'}, {'Installation Type': '4 in. Centerset'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Brushed'}, {'Style': 'Coastal,Modern,Transitional'}, {'Spout Reach (in.)': '4.68'}, {'Material': 'Metal'}, {'Flow rate (gallons per minute)': '1.2'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'Mid Arc'}, {'Color Family': 'Nickel'}, {'Maximum Deck Thickness (in.)': '1.5'}, {'Color/Finish': 'Brushed Nickel'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '3'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Brushed Nickel'}, {'Included Components': 'Handles'}, {'Number of Faucet Handles': 'Double Handle'}, {'Valve Included': 'Valve Not Included'}, {'Features': 'Drip Free,Easy to Install,Low Flow,Low Lead,Pop-Up Drain,Tarnish Resistant,Washerless'}, {'Manufacturer Warranty': 'Limited Lifetime'}, {'Certifications and Listings': 'ADA Compliant,NSF Listed,No Certifications or Listings'}, {'Faucet Height (in.)': '6'}, {'Spout Height (in.)': '4'}, {'Connection size (in.)': '1/2 In.'}]"
vvsg735muylj0dkzo9nszcm1,Idora 4 in. Centerset 2-Handle Bath Faucet with 3-Piece Hardware Set in Mediterranean Bronze (24 in. Towel Bar),"Smooth and sophisticated, Idora faucets prove that sometimes it's the quiet statements that command the most attention. Softly sculpted, Idora offers a beautiful balance of curves and linear forms that add depth to a modern bath. Bundled with our coordinating Voss Accessory Collection.",MOEN,,217.38,TRUE,USD,Bronze,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Centerset Bathroom Faucets",4.4681,94,"Bundle includes: Idora 4 in. centerset faucet, 24 in. towel bar, towel ring, and pivoting toilet paper holder, Included accessories are from the Voss collection to complement the Idora faucet, WaterSense certified for efficient water usage without sacrificing performance, 4 in. centerset design, 3-hole installation or sink configuration, Drain included for convenience, Complies with Americans with Disabilities Act (ADA) specifications, Limited lifetime warranty, Component model numbers included in Bath Faucet bundle: YB5108ORB, YB5124ORB, 84115BRB, YB5186ORB","[{'Commercial / Residential': 'Residential'}, {'Installation Type': '4 in. Centerset'}, {'Deckplate Included': 'Deckplate Included'}, {'Finish Family': 'Mediterranean'}, {'Style': 'Mediterranean,Modern,Southwestern'}, {'Spout Reach (in.)': '4.75'}, {'Material': 'Metal'}, {'Number of Pieces Included': '4'}, {'Flow rate (gallons per minute)': '1.2'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'High Arc'}, {'Color Family': 'Bronze'}, {'Color/Finish': 'Mediterranean Bronze'}, {'Cartridge Valve Type': 'Cartridge Faucets'}, {'Faucet Hole Fit': '3'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Venetian Bronze'}, {'Included Components': '24"" Towel Bar,All Mounting Hardware,Toilet Paper Holder,Towel Ring'}, {'Number of Faucet Handles': 'Double Handle'}, {'Features': 'Easy to Install'}, {'Manufacturer Warranty': 'Limited Lifetime Warranty'}, {'Certifications and Listings': 'CSA Listed,EPA Approved'}, {'Faucet Height (in.)': '7'}, {'Spout Height (in.)': '7'}, {'Connection size (in.)': '1/2 In.'}]"
aot7rt4q5bcq8o4o5kw5e6zw,Forte 4 in. Centerset 2-Handle Low-Arc Water-Saving Bathroom Faucet in Polished Chrome with Traditional Lever Handles,"This Forte centerset lavatory faucet offers outstanding performance, simplified installation and ease of cleaning. With custom-designed, traditional lever handles and a variety of durable KOHLER finish options, it tastefully complements both classic and contemporary decor.",KOHLER,,126.04,FALSE,USD,Chrome,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Centerset Bathroom Faucets",4.2,10,"2-handle centerset lavatory faucet for 4 in. centers, KOHLER ceramic disk valves exceed industry longevity standards two times for a lifetime of durable performance, Premium material for durability and reliability, KOHLER finishes resist corrosion and tarnishing, exceeding industry durability standards over two times, Fluid design lines for beauty and ease of cleaning, Top-mount installation and flexible supply lines simplify installation, Low-flow aerator option available (please see latest price book), ADA compliant lever handles, WaterSense certified, Drain included, <a href=""https://www.homedepot.com/c/how_to_replace_a_center_set_faucet_HT_PG_BA"" target=""_blank"" style=""color:#F96302;"">How To Install a Centerset Faucet</a>, <a href=""https://www.homedepot.com/c/how_to_replace_a_center_set_faucet_HT_PG_BA"" target=""_blank"" style=""color:#F96302;"">How To Install a Centerset Faucet</a>, Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>","[{'Commercial / Residential': 'Residential'}, {'Installation Type': '4 in. Centerset'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Polished'}, {'Style': 'Classic,Coastal,Cottage,Industrial,Mid-Century,Minimalist,Modern,Transitional'}, {'Spout Reach (in.)': '5.25'}, {'Material': 'Brass'}, {'Flow rate (gallons per minute)': '1.5'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'Mid Arc'}, {'Color Family': 'Chrome'}, {'Maximum Deck Thickness (in.)': '2'}, {'Color/Finish': 'Polished Chrome'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '3'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Polished Chrome'}, {'Included Components': 'Handles'}, {'Number of Faucet Handles': 'Double Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'No Additional Features'}, {'Manufacturer Warranty': 'Lifetime Limited Warranty'}, {'Certifications and Listings': 'ADA Compliant'}, {'Faucet Height (in.)': '3.25'}, {'Spout Height (in.)': '3.25'}, {'Connection size (in.)': '3/8 In.'}]"
vrt9xhogup77tbyh4ue8u42l,Concetto Single Hole Single-Handle Bathroom Faucet with Drain Assembly in Brushed Nickel,"Who says stylish, high-performance faucets have to break the bank. Step forward Concetto, which offers a super-slick design and high-tech features, in one great value product. It's also packed with all of our latest technologies including Grohe SilkMove for precise handling and GROHE StarLight for a radiant, brilliant shine. Youthful, fresh and dynamic, its dynamic and clean design creates a fresh, modern look that will add a contemporary touch to your bath.",GROHE,,158.4,FALSE,USD,Nickel,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Single Hole Bathroom Faucets",4.8966,29,"GROHE SilkMove for a lifetime of smooth operation, GROHE StarLight finish for scratch and tarnish-resistant surfaces for a lifetime of beauty finish, GROHE EcoJoy technology for less water and perfect flow, GROHE QuickFix installation system requires fewer, less complicated parts to reduce installation time by as much as 50% and save money, With adjustable hot limit safety stop, Metal lever handle, Metal pop-up drain, Solid brass body, Faucet height below 6 in. when in use, Extra-long flex lines with flat seal, <br /> <br /> <center><img src=""https://inlinecontent.thdstatic.com/29B/AMERICAN STANDARD/Grohe_StarLight.jpg"" alt="" grohe starlight ""><img src=""https://inlinecontent.thdstatic.com/29B/AMERICAN STANDARD/Grohe_SilkMove.jpg"" alt="" grohe silkmove ""></center> <center><img src=""https://inlinecontent.thdstatic.com/29B/AMERICAN STANDARD/Grohe_QuickFix.jpg"" alt="" grohe quickfix ""><img src=""https://inlinecontent.thdstatic.com/29B/AMERICAN STANDARD/Grohe_EcoJoy.jpg"" alt="" grohe ecojoy ""></center> <br />","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Single Hole'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Brushed'}, {'Style': 'Modern'}, {'Spout Reach (in.)': '4.5 in'}, {'Material': 'Metal'}, {'Flow rate (gallons per minute)': '1.2'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'Low Arc'}, {'Color Family': 'Nickel'}, {'Maximum Deck Thickness (in.)': '1.5'}, {'Color/Finish': 'Brushed Nickel'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '1'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Brushed Nickel'}, {'Included Components': 'Handles'}, {'Number of Faucet Handles': 'Single Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'No Additional Features'}, {'Manufacturer Warranty': 'Limited Lifetime Warranty'}, {'Certifications and Listings': 'ADA Compliant,EPA Approved'}, {'Faucet Height (in.)': '4.81'}, {'Spout Height (in.)': '4.81'}, {'Connection size (in.)': '1/2 In.'}]"
ptu8eyqkzp2oqfc3ey96meyk,Foxton Single Hole Single-Handle Bathroom Faucet in Brushed Nickel,"Enhance your bath or powder room with the elegant, transitional style of the Fox--Ton single-handle bathroom faucet. The sleek streamlined design leaves plenty of room for washing your hands or filling a glass. The single-handle design allows for precise control over water temperature and flow.",Glacier Bay,,99,TRUE,USD,Nickel,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Single Hole Bathroom Faucets",4.45,20,"Single or three-hole installation, Durable, worry-free ceramic cartridge, Plastic quick install pop-up drain, Single handle controls hot and cold water, Optional deck plate for three-hole bathroom sink included, Integrated supply lines included, <a href=""https://www.homedepot.com/c/ab/glacier-bay-customer-service/9ba683603be9fa5395fab9010bd62f1d"" target=""_blank"" style=""color:#F96302;"">Click here to learn more about Glacier Bay customer service</a>, <a href=""https://www.homedepot.com/b/Glacier-Bay/N-5yc1vZn7"" target=""_blank"" style=""color:#F96302;"">Click here to learn more about exclusive Glacier Bay products</a>","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Single Hole'}, {'Deckplate Included': 'Deckplate Included'}, {'Finish Family': 'Brushed'}, {'Spout Reach (in.)': '4'}, {'Material': 'Zinc'}, {'Flow rate (gallons per minute)': '1.2'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'Low Arc'}, {'Color Family': 'Nickel'}, {'Maximum Deck Thickness (in.)': '2'}, {'Color/Finish': 'Brushed Nickel'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '1'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Brushed Nickel'}, {'Included Components': 'No Additional Items,Supply Lines'}, {'Number of Faucet Handles': 'Single Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'Easy to Install'}, {'Manufacturer Warranty': 'Limited Lifetime Warranty'}, {'Certifications and Listings': 'EPA Approved,IAPMO Certified,IAPMO Certified,NSF Certified,NSF Listed'}, {'Faucet Height (in.)': '6.17'}, {'Spout Height (in.)': '3.625'}, {'Connection size (in.)': '3/8 In.'}]"
d09z0nzdzborqyby066qrzi3,Single-Handle Single Hole Waterfall Bathroom Faucet in Brushed Nickel,"Prioritize functionality and ease of use when it comes to bathroom decor by choosing this faucet, featuring a single-hole, single-lever design. A solid-brass construction ensures long-lasting use, and a brushed-nickel finish prevents corrosion and tarnishing. Keeping this faucet in top shape.",matrix decor,1005583482,80.59,TRUE,USD,Nickel,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Single Hole Bathroom Faucets",,,"Single hole mount for use with basin or vanity sinks, Solid brass construction makes this faucet durable and easy to clean, Premium brushed nickel finish resists corrosion and tarnishing single lever water and temperature control, Includes all mounting hardware and hot/cold waterlines, Waterfall flow provides a clear and steady laminar stream that provides for a beautiful water presentation, Limited lifetime warranty","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Single Hole'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Brushed'}, {'Spout Reach (in.)': '4.9'}, {'Material': 'Brass'}, {'Flow rate (gallons per minute)': '1.5'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'High Arc'}, {'Color Family': 'Nickel'}, {'Maximum Deck Thickness (in.)': '1.25'}, {'Color/Finish': 'Nickel'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '1'}, {'Drain Kit Included': 'Drain Kit Not Included'}, {'Finish Family': 'Brushed Nickel'}, {'Included Components': 'Handles'}, {'Number of Faucet Handles': 'Single Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'No Additional Features'}, {'Manufacturer Warranty': 'Limited Lifetime Warranty'}, {'Certifications and Listings': 'No Certifications or Listings'}, {'Faucet Height (in.)': '13.8'}, {'Spout Height (in.)': '8.5'}, {'Connection size (in.)': '3/8 In.'}]"
kfnawabz9pjxniy31vv4vn0e,NextGen Selectronic Battery Powered Single Hole Touchless Bathroom Faucet with 1.5 GPM in Polished Chrome,"This NextGen Selectronic Commercial Faucet from American Standard also includes an above-deck mixing handle, allowing the user to adjust the water temperature to their liking. This faucet has a sleek, clean design that brings elevated style to the bathroom. The integrated electronics locates the sensor, battery and solenoid valve in the faucet spout and eliminates the need for a control box.",American Standard,1005660036,318.5,TRUE,USD,Chrome,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Single Hole Bathroom Faucets",,,"5-Year CR-P2 lithium battery installed in faucet, Touchless operation limits the spread of germs, Single inlet for cold or tempered water, Clean, integrated design.  No control box below deck., Easy installation & maintenance: Faucet installs from the top. All serviceable parts are easily accessible., Auto Purge: Periodically purges stagnant water, Safety Timer: Automatically turns water off after 55 seconds, VR 1.5 gpm/3.8 Lpm pressure-compensating laminar flow outlet, Optional deck plate for 4-inch (102 mm) or 8-inch (203 mm) centers available, Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Single Hole'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Sensor Activation': 'Touchless'}, {'Finish Family': 'Polished'}, {'Style': 'Modern'}, {'Spout Reach (in.)': '4.93'}, {'Material': 'Metal'}, {'Battery Size': 'Other'}, {'Flow rate (gallons per minute)': '1.5'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Touchless Faucet Power Source': 'Battery'}, {'Spout Type': 'Low Arc'}, {'Color Family': 'Chrome'}, {'Maximum Deck Thickness (in.)': '1.5'}, {'Color/Finish': 'Polished Chrome'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '1'}, {'Number of Batteries Required': '1'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Polished Chrome'}, {'Included Components': 'No Additional Items'}, {'Valve Included': 'Valve Included'}, {'Features': 'Touchless'}, {'Manufacturer Warranty': 'Limited Lifetime Warranty'}, {'Certifications and Listings': 'ADA Compliant,ANSI Certified,CSA Certified,CSA Listed,IAPMO Certified,NSF Certified,NSF Listed'}, {'Faucet Height (in.)': '5.75'}, {'Spout Height (in.)': '5'}, {'Connection size (in.)': '3/8 In.'}]"
nbf0wakhng9exiramtygtcwv,Mandouri Single-Handle Single Hole LED High-Arc Bathroom Faucet in Matte Black,The Glacier Bay Mandouri 4 in. Single-Handle Centerset LED High-Arc Bathroom Faucet in Matte Black has a traditional look that will complement a wide variety of bathroom decor. The faucet features an LED aerator that runs off the kinetic energy generated from the flow of water. The LED is a bright white light which is both stylish and functional. The faucet is also WaterSense certified and has a 1.2 GPM flow rate to help reduce water use and ceramic disc cartridges to prevent drips. The high-arc spout design provides plenty of sink space. Pair with other pieces from the Mandouri Collection for a complete look.,Glacier Bay,,99,TRUE,USD,Black,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Single Hole Bathroom Faucets",4.66,150,"Matte black finish for a distinctive look, Water powered white LED aerator, WaterSense certified with a 1.2 GPM flow rate to reduce water use, Ceramic disc cartridges for drip-free performance, Single lever handle offers simple, 1-handed operation, Pop-up drain included, Limited lifetime warranty-faucet 3-year warranty - LED, <a href=""https://www.homedepot.com/c/ab/glacier-bay-customer-service/9ba683603be9fa5395fab9010bd62f1d"" target=""_blank"" style=""color:#F96302;"">Click here to learn more about Glacier Bay customer service</a>, <a href=""https://www.homedepot.com/b/Glacier-Bay/N-5yc1vZn7"" target=""_blank"" style=""color:#F96302;"">Click here to learn more about exclusive Glacier Bay products</a>, Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Single Hole'}, {'Deckplate Included': 'Deckplate Included'}, {'Finish Family': 'Matte'}, {'Style': 'Classic,Transitional'}, {'Spout Reach (in.)': '5.30 in'}, {'Material': 'Metal'}, {'Flow rate (gallons per minute)': '1.2'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'High Arc'}, {'Color Family': 'Black'}, {'Maximum Deck Thickness (in.)': '1.81'}, {'Color/Finish': 'Matte Black'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '1,3'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Matte Black'}, {'Included Components': 'No Additional Items'}, {'Number of Faucet Handles': 'Single Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'Easy to Install'}, {'Manufacturer Warranty': 'Limited lifetime warranty-faucet 3-yr warranty-LED'}, {'Certifications and Listings': 'IAPMO Certified'}, {'Faucet Height (in.)': '15.46'}, {'Spout Height (in.)': '5.21'}, {'Connection size (in.)': '1/2 In.'}]"
y3f0hcujiduz4hsx0iiu57ms,Georgian Single Hole Single-Handle Bathroom Faucet in Polished Brass,The whimsical design of this faucet is intended to catch eyes. Centerset bathroom faucets are ideal for smaller bathrooms and feature an easy 1-hole or 3-hole installation. Remove the deck plate for an ease of cleaning and more streamlined design. The Georgian 1-handle 4 in. centerset lavatory faucet and its featured sturdy brass construction and premium polished brass finish are guaranteed to glamorize your home's traditional ensemble for years to come. Complete your personal European sanctuary with the help of this elegant piece. A matching finish drain is also included.,Kingston Brass,,156,TRUE,USD,Brass,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Single Hole Bathroom Faucets",,,"High quality brass construction, Durable washerless cartridge, 1.2 GPM/4.5 LPM water flow rate at 60 psi, 6-1/8 in. spout reach, 5-3/8 in. spout height, 3-1/8 in. aerator clearance","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Single Hole'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Polished'}, {'Spout Reach (in.)': '6.13 in'}, {'Material': 'Brass'}, {'Flow rate (gallons per minute)': '1.2'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'High Arc'}, {'Color Family': 'Brass'}, {'Maximum Deck Thickness (in.)': '1.25'}, {'Color/Finish': 'Polished Brass'}, {'Cartridge Valve Type': 'Ball Faucets'}, {'Faucet Hole Fit': '1'}, {'Drain Kit Included': 'Drain Kit Included'}, {'Finish Family': 'Polished Brass'}, {'Included Components': 'No Additional Items'}, {'Number of Faucet Handles': 'Single Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'No Additional Features'}, {'Manufacturer Warranty': '10 Year Limited Warranty'}, {'Certifications and Listings': 'IAPMO Certified'}, {'Faucet Height (in.)': '6'}, {'Spout Height (in.)': '5.38'}, {'Connection size (in.)': '1/2 In.'}]"
kbdi6tybsf7y9iyuqgqvylfz,Talis E Single Hole Single-Handle Bathroom Faucet in Chrome,"Design with a range of models and styles, paired with the quality and design you expect from Hansgrohe, dream bathrooms become a reality. Bath faucets by Hansgrohe exude beautiful design with superior performance and durability. Pick your desired faucet, then browse the entire product suite for complementary accessories. German engineering ensures a lifetime of consistent and dependable operation. Maintenance Products that function perfectly are essential. To ensure that they do, every Hansgrohe product 100% air tested in production. Hansgrohe faucets feature a silicone aerator that optimizes water flow performance, resists mineral deposit build-up, and is designed to be easily wiped clean. Installation Can be installed in existing 1 or 3 hole counter configurations. Standard 3/8 in. pipe connection hoses included (attached). Baseplate sold separately. Please comply with all local, state, and federal plumbing codes and regulations. Installation instruction link below. Limited Lifetime Warranty Installation / User Guide / Warranty PDF links below.",Hansgrohe,1005489954,110.5,TRUE,USD,Chrome,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Single Hole Bathroom Faucets",5,1,"Superior design: German design and engineering delivers optimal performance for all of your bath faucet needs, Flexible configuration: this is a single-hole faucet that can also be installed over existing 3-hole counter configurations (baseplate sold separately), Sturdy materials: solid brass construction ensures a long product life, Leak-free: the ceramic cartridge ensures long-term, leak-free operation and extends product life, Simple to clean: the easy-to-clean anti-limescale silicone aerator optimize water flow performance and can be quickly wiped clean, Water flow: low-flow compliant rate of 1.0 GPM, Spray type: this faucet features an aerated spray which causes less splashing than traditional faucets, Stronger handle: the boltic lever lock allows for repeated use of your faucet without getting loose after time, Installation notes: Hansgrohe recommends a licensed plumber install this product, Limited lifetime consumer warranty: all Hansgrohe products are covered by a limited manufacturer warranty applicable to the original purchaser","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Single Hole'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Polished'}, {'Spout Reach (in.)': '3.78 in'}, {'Material': 'Brass'}, {'Flow rate (gallons per minute)': '1'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'Low Arc'}, {'Color Family': 'Chrome'}, {'Maximum Deck Thickness (in.)': '1.625'}, {'Color/Finish': 'Chrome'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '1'}, {'Drain Kit Included': 'Drain Kit Not Included'}, {'Finish Family': 'Polished Chrome'}, {'Included Components': 'No Additional Items'}, {'Number of Faucet Handles': 'Single Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'Easy to Install'}, {'Manufacturer Warranty': 'Limited Lifetime Warranty'}, {'Certifications and Listings': 'IAPMO Certified'}, {'Faucet Height (in.)': '5.13'}, {'Spout Height (in.)': '5.13'}, {'Connection size (in.)': '1/2 In.'}]"
mepupztu7whqs8a04uzwpgaz,Allaro Single Hole 1-Handle Low-Arc Bathroom Faucet in Brushed Nickel,This single hole faucet is made from heavy duty brass with a brushed nickel finish. Features ceramic mixing valve for longevity and watertight functionality. Perfect addition to any bathroom sink or vanity.,Fresca,,216,TRUE,USD,Nickel,"Bath, Bathroom Faucets, Bathroom Sink Faucets, Vessel Sink Faucets",5,1,"Dimensions: 2 in. W x 5.7 in. D x 6.3 in. H, Ceramic mixing valve, 1/2 in. to 14 NPS connection, Single hole faucet mount, All mounting hardware included","[{'Commercial / Residential': 'Residential'}, {'Installation Type': 'Vessel Filler'}, {'Deckplate Included': 'Deckplate Not Included'}, {'Finish Family': 'Brushed'}, {'Style': 'Coastal,Transitional'}, {'Spout Reach (in.)': '6.6'}, {'Material': 'Brass'}, {'Flow rate (gallons per minute)': '1.5'}, {'Returnable': '90-Day'}, {'Handle Type': 'Lever Handle'}, {'Spout Type': 'Low Arc'}, {'Color Family': 'Nickel'}, {'Maximum Deck Thickness (in.)': '1.1'}, {'Color/Finish': 'Brushed Nickel'}, {'Cartridge Valve Type': 'Ceramic Disc Faucets'}, {'Faucet Hole Fit': '1'}, {'Drain Kit Included': 'Drain Kit Not Included'}, {'Finish Family': 'Brushed Nickel'}, {'Included Components': 'Handles,Supply Lines'}, {'Number of Faucet Handles': 'Single Handle'}, {'Valve Included': 'Valve Included'}, {'Features': 'Adjustable Flow Rate,Ceramic Disc Valves'}, {'Manufacturer Warranty': 'Limited Lifetime'}, {'Certifications and Listings': 'IAPMO Certified'}, {'Faucet Height (in.)': '6.3'}, {'Spout Height (in.)': '9.2'}, {'Connection size (in.)': '3/8 In.'}]"
